time,channel_id,center_frequency_mhz,power
1974-12-01 00:31:00,5,0.083,-99.98788220507005
1974-12-01 00:31:00,6,0.096,-99.98692358120884
1974-12-01 00:31:00,7,0.11,-99.91762468681239
1974-12-01 00:31:00,8,0.13,-100.00592826460259
1974-12-01 00:31:00,9,0.155,-100.07292869363737
1974-12-01 00:31:00,10,0.185,-101.04144730658359
1974-12-01 00:31:00,11,0.21,-100.93660896222663
1974-12-01 00:31:00,12,0.25,-100.99970067088
1974-12-01 00:31:00,13,0.292,-99.96597900231316
1974-12-01 00:31:00,14,0.36,-99.93299207577978
1974-12-01 00:31:00,15,0.425,-100.03748414628976
1974-12-01 00:31:00,16,0.475,-99.92437518363703
1974-12-01 00:31:00,17,0.6,-99.96211573965417
1974-12-01 00:31:00,18,0.737,-100.12348130869115
1974-12-01 00:31:00,19,0.87,-99.85576952088138
1974-12-01 00:31:00,20,1.03,-100.05007447437569
1974-12-01 00:31:00,21,1.27,-100.16550953431852
1974-12-01 00:31:00,22,1.45,-100.10450437095864
1974-12-01 00:31:00,23,1.85,-100.10210451606783
1974-12-01 00:31:00,24,2.2,-99.99478266813425
1974-12-01 00:31:00,25,2.8,-100.02738505055463
1974-12-01 00:31:00,26,3.93,-100.03368319676406
1974-12-01 00:31:00,27,4.7,-99.93802980345176
1974-12-01 00:31:00,28,6.55,-99.96601246388073
1974-12-01 00:31:00,29,9.18,-99.96839521293558
1974-12-01 00:31:00,30,11.8,-99.95901715426713
1974-12-01 00:31:00,31,13.1,-99.93838653319978
1974-12-01 00:32:00,0,0.025,-100.21079533417775
1974-12-01 00:32:00,1,0.035,-100.03644382522644
1974-12-01 00:32:00,2,0.044,-100.21802100644895
1974-12-01 00:32:00,3,0.055,-99.99639400732022
1974-12-01 00:32:00,4,0.067,-100.00046329722244
1974-12-01 00:32:00,5,0.083,-99.89544677252103
1974-12-01 00:32:00,6,0.096,-99.88123656072788
1974-12-01 00:32:00,7,0.11,-99.97972249517477
1974-12-01 00:32:00,8,0.13,-100.05003610773969
1974-12-01 00:32:00,9,0.155,-99.95148388874543
1974-12-01 00:32:00,10,0.185,-101.05279176373243
1974-12-01 00:32:00,11,0.21,-101.00013926514434
1974-12-01 00:32:00,12,0.25,-100.90138636830392
1974-12-01 00:32:00,13,0.292,-100.05577713459894
1974-12-01 00:32:00,14,0.36,-99.91943213607576
1974-12-01 00:32:00,15,0.425,-99.93225986313077
1974-12-01 00:32:00,16,0.475,-100.09547918171309
1974-12-01 00:32:00,17,0.6,-99.90261058717826
1974-12-01 00:32:00,18,0.737,-99.93014336546285
1974-12-01 00:32:00,19,0.87,-99.98980741126273
1974-12-01 00:32:00,20,1.03,-100.07623234580277
1974-12-01 00:32:00,21,1.27,-100.08592060185755
1974-12-01 00:32:00,22,1.45,-100.0537662576903
1974-12-01 00:32:00,23,1.85,-99.9457405536708
1974-12-01 00:32:00,24,2.2,-100.09556251674015
1974-12-01 00:32:00,25,2.8,-99.95624877513801
1974-12-01 00:32:00,26,3.93,-100.12417555288783
1974-12-01 00:32:00,27,4.7,-100.02040685844389
1974-12-01 00:32:00,28,6.55,-99.9890352245426
1974-12-01 00:32:00,29,9.18,-99.7554869854941
1974-12-01 00:32:00,30,11.8,-100.13773156555203
1974-12-01 00:32:00,31,13.1,-99.85279854335099
1974-12-01 00:33:00,0,0.025,-99.98501575860128
1974-12-01 00:33:00,1,0.035,-99.95888280819841
1974-12-01 00:33:00,2,0.044,-99.98816520866119
1974-12-01 00:33:00,3,0.055,-99.95552731818047
1974-12-01 00:33:00,4,0.067,-100.0153685104362
1974-12-01 00:33:00,5,0.083,-99.85459498185425
1974-12-01 00:33:00,6,0.096,-100.04564711442248
1974-12-01 00:33:00,7,0.11,-99.88677654278207
1974-12-01 00:33:00,8,0.13,-100.0644367120213
1974-12-01 00:33:00,9,0.155,-100.00602518464012
1974-12-01 00:33:00,10,0.185,-101.10719625522903
1974-12-01 00:33:00,11,0.21,-100.95449762796525
1974-12-01 00:33:00,12,0.25,-100.85548740430734
1974-12-01 00:33:00,13,0.292,-100.00773561798209
1974-12-01 00:33:00,14,0.36,-100.0196885698704
1974-12-01 00:33:00,15,0.425,-100.11146169630679
1974-12-01 00:33:00,16,0.475,-100.02292926535523
1974-12-01 00:33:00,17,0.6,-100.15927942597216
1974-12-01 00:33:00,18,0.737,-100.09128779867189
1974-12-01 00:33:00,19,0.87,-99.97732139538908
1974-12-01 00:33:00,20,1.03,-99.86809868022586
1974-12-01 00:33:00,21,1.27,-99.71907891387706
1974-12-01 00:33:00,22,1.45,-100.0586585085071
1974-12-01 00:33:00,23,1.85,-99.85646998433546
1974-12-01 00:33:00,24,2.2,-99.97562475195984
1974-12-01 00:33:00,25,2.8,-100.01512476467464
1974-12-01 00:33:00,26,3.93,-99.95674055482739
1974-12-01 00:33:00,27,4.7,-99.993808351632
1974-12-01 00:33:00,28,6.55,-99.98896042743878
1974-12-01 00:33:00,29,9.18,-100.04083331628267
1974-12-01 00:33:00,30,11.8,-100.13981096597989
1974-12-01 00:33:00,31,13.1,-100.1543625202522
1974-12-01 00:34:00,0,0.025,-99.93467551167188
1974-12-01 00:34:00,1,0.035,-100.02767000900857
1974-12-01 00:34:00,2,0.044,-100.05960888996562
1974-12-01 00:34:00,3,0.055,-99.99914943732769
1974-12-01 00:34:00,4,0.067,-99.92050677470844
1974-12-01 00:34:00,5,0.083,-99.98196360569736
1974-12-01 00:34:00,6,0.096,-100.0656054936641
1974-12-01 00:34:00,7,0.11,-99.87737070443511
1974-12-01 00:34:00,8,0.13,-99.84208144970184
1974-12-01 00:34:00,9,0.155,-99.95054433446771
1974-12-01 00:34:00,10,0.185,-100.90263364886559
1974-12-01 00:34:00,11,0.21,-100.87580400031862
1974-12-01 00:34:00,12,0.25,-100.88699006835955
1974-12-01 00:34:00,13,0.292,-99.93859008228874
1974-12-01 00:34:00,14,0.36,-99.94016529529252
1974-12-01 00:34:00,15,0.425,-99.94803394266535
1974-12-01 00:34:00,16,0.475,-100.1097337674547
1974-12-01 00:34:00,17,0.6,-99.92992768431404
1974-12-01 00:34:00,18,0.737,-100.13558139711266
1974-12-01 00:34:00,19,0.87,-100.07945994551251
1974-12-01 00:34:00,20,1.03,-99.86964349321919
1974-12-01 00:34:00,21,1.27,-99.91597798373058
1974-12-01 00:34:00,22,1.45,-99.85126017103141
1974-12-01 00:34:00,23,1.85,-100.02716743836874
1974-12-01 00:34:00,24,2.2,-100.11522488412767
1974-12-01 00:34:00,25,2.8,-100.02404371970704
1974-12-01 00:34:00,26,3.93,-99.98979687027594
1974-12-01 00:34:00,27,4.7,-99.992101128366
1974-12-01 00:34:00,28,6.55,-99.88663195212433
1974-12-01 00:34:00,29,9.18,-100.03612704250034
1974-12-01 00:34:00,30,11.8,-99.9647965528197
1974-12-01 00:34:00,31,13.1,-100.09886271494346
1974-12-01 00:35:00,0,0.025,-99.95496827219561
1974-12-01 00:35:00,1,0.035,-99.99968914498143
1974-12-01 00:35:00,2,0.044,-100.07498133382845
1974-12-01 00:35:00,3,0.055,-100.02358293621748
1974-12-01 00:35:00,4,0.067,-100.01841757465152
1974-12-01 00:35:00,5,0.083,-100.02701551293372
1974-12-01 00:35:00,6,0.096,-99.82286587577323
1974-12-01 00:35:00,7,0.11,-100.00984460023079
1974-12-01 00:35:00,8,0.13,-100.02438961101774
1974-12-01 00:35:00,9,0.155,-100.20974509576101
1974-12-01 00:35:00,10,0.185,-101.08942073519795
1974-12-01 00:35:00,11,0.21,-101.02630734244563
1974-12-01 00:35:00,12,0.25,-101.06858526761766
1974-12-01 00:35:00,13,0.292,-99.86182924066222
1974-12-01 00:35:00,14,0.36,-100.01649377753962
1974-12-01 00:35:00,15,0.425,-99.87115557506817
1974-12-01 00:35:00,16,0.475,-99.99382953659496
1974-12-01 00:35:00,17,0.6,-99.99627721635784
1974-12-01 00:35:00,18,0.737,-100.00887964477126
1974-12-01 00:35:00,19,0.87,-99.99962037483786
1974-12-01 00:35:00,20,1.03,-99.82812049969502
1974-12-01 00:35:00,21,1.27,-100.23196107267512
1974-12-01 00:35:00,22,1.45,-100.20015457444387
1974-12-01 00:35:00,23,1.85,-100.05431708310562
1974-12-01 00:35:00,24,2.2,-99.99854721180624
1974-12-01 00:35:00,25,2.8,-99.9309895575236
1974-12-01 00:35:00,26,3.93,-99.95269128019726
1974-12-01 00:35:00,27,4.7,-100.03842459128806
1974-12-01 00:35:00,28,6.55,-99.89809563067583
1974-12-01 00:35:00,29,9.18,-99.89698045968473
1974-12-01 00:35:00,30,11.8,-99.98159421687285
1974-12-01 00:35:00,31,13.1,-99.90373424275131
1974-12-01 00:36:00,0,0.025,-99.97273547365678
1974-12-01 00:36:00,1,0.035,-100.0561483026783
1974-12-01 00:36:00,2,0.044,-99.9302183161
1974-12-01 00:36:00,3,0.055,-99.98893868774213
1974-12-01 00:36:00,4,0.067,-99.99986601532456
1974-12-01 00:36:00,5,0.083,-99.85270464278105
1974-12-01 00:36:00,6,0.096,-100.245087212854
1974-12-01 00:36:00,7,0.11,-100.14176841701595
1974-12-01 00:36:00,8,0.13,-100.11870704263744
1974-12-01 00:36:00,9,0.155,-100.03632606475688
1974-12-01 00:36:00,10,0.185,-101.0254608169766
1974-12-01 00:36:00,11,0.21,-101.1507325647773
1974-12-01 00:36:00,12,0.25,-101.09851580323108
1974-12-01 00:36:00,13,0.292,-100.08608416785236
1974-12-01 00:36:00,14,0.36,-99.7542575907924
1974-12-01 00:36:00,15,0.425,-99.81982580522528
1974-12-01 00:36:00,16,0.475,-100.04117494176846
1974-12-01 00:36:00,17,0.6,-100.03635832903068
1974-12-01 00:36:00,18,0.737,-100.11492039971883
1974-12-01 00:36:00,19,0.87,-100.19081304132253
1974-12-01 00:36:00,20,1.03,-100.01168801864085
1974-12-01 00:36:00,21,1.27,-100.0997851983244
1974-12-01 00:36:00,22,1.45,-100.0084850531662
1974-12-01 00:36:00,23,1.85,-100.16002058490434
1974-12-01 00:36:00,24,2.2,-100.07619744583103
1974-12-01 00:36:00,25,2.8,-99.98513729046972
1974-12-01 00:36:00,26,3.93,-99.96337904022161
1974-12-01 00:36:00,27,4.7,-99.95825280412579
1974-12-01 00:36:00,28,6.55,-100.1320488984157
1974-12-01 00:36:00,29,9.18,-99.91453142698644
1974-12-01 00:36:00,30,11.8,-100.08002116966018
1974-12-01 00:36:00,31,13.1,-99.93671420853927
1974-12-01 00:37:00,0,0.025,-100.00106386766181
1974-12-01 00:37:00,1,0.035,-100.1376387499078
1974-12-01 00:37:00,2,0.044,-100.03161977045812
1974-12-01 00:37:00,3,0.055,-99.96346362579362
1974-12-01 00:37:00,4,0.067,-99.93870346195254
1974-12-01 00:37:00,5,0.083,-100.01409878974444
1974-12-01 00:37:00,6,0.096,-99.8468221109399
1974-12-01 00:37:00,7,0.11,-99.89924892290135
1974-12-01 00:37:00,8,0.13,-100.02566541163998
1974-12-01 00:37:00,9,0.155,-99.9249878187863
1974-12-01 00:37:00,10,0.185,-100.80662065148118
1974-12-01 00:37:00,11,0.21,-100.8039515399217
1974-12-01 00:37:00,12,0.25,-101.12279998808225
1974-12-01 00:37:00,13,0.292,-100.09265331111571
1974-12-01 00:37:00,14,0.36,-99.85150812132662
1974-12-01 00:37:00,15,0.425,-100.10582810508376
1974-12-01 00:37:00,16,0.475,-100.13225411332917
1974-12-01 00:37:00,17,0.6,-100.0486194130699
1974-12-01 00:37:00,18,0.737,-99.95797732905254
1974-12-01 00:37:00,19,0.87,-100.01023967066111
1974-12-01 00:37:00,20,1.03,-100.06505636204056
1974-12-01 00:37:00,21,1.27,-100.06742124617246
1974-12-01 00:37:00,22,1.45,-100.07123370644128
1974-12-01 00:37:00,23,1.85,-100.08795096286589
1974-12-01 00:37:00,24,2.2,-99.77183671227239
1974-12-01 00:37:00,25,2.8,-99.97024889288144
1974-12-01 00:37:00,26,3.93,-99.91132409455953
1974-12-01 00:37:00,27,4.7,-100.04890774681189
1974-12-01 00:37:00,28,6.55,-100.0185956677186
1974-12-01 00:37:00,29,9.18,-100.07135539813703
1974-12-01 00:37:00,30,11.8,-100.26517083349192
1974-12-01 00:37:00,31,13.1,-100.1378009276848
1974-12-01 00:38:00,0,0.025,-100.18106186799804
1974-12-01 00:38:00,1,0.035,-100.22497837779517
1974-12-01 00:38:00,2,0.044,-100.11953589742981
1974-12-01 00:38:00,3,0.055,-99.86750443206184
1974-12-01 00:38:00,4,0.067,-100.00444361677043
1974-12-01 00:38:00,5,0.083,-99.87094362376789
1974-12-01 00:38:00,6,0.096,-99.95890174230992
1974-12-01 00:38:00,7,0.11,-99.92174411742849
1974-12-01 00:38:00,8,0.13,-100.09008969953045
1974-12-01 00:38:00,9,0.155,-99.94760490458073
1974-12-01 00:38:00,10,0.185,-100.92712857659257
1974-12-01 00:38:00,11,0.21,-101.05766472922338
1974-12-01 00:38:00,12,0.25,-100.94404596293839
1974-12-01 00:38:00,13,0.292,-99.94338122414251
1974-12-01 00:38:00,14,0.36,-100.05495526211301
1974-12-01 00:38:00,15,0.425,-100.1122768432271
1974-12-01 00:38:00,16,0.475,-100.11841283318982
1974-12-01 00:38:00,17,0.6,-99.99134944580786
1974-12-01 00:38:00,18,0.737,-99.96729901312106
1974-12-01 00:38:00,19,0.87,-100.07925258304579
1974-12-01 00:38:00,20,1.03,-99.9973414658674
1974-12-01 00:38:00,21,1.27,-99.94294629638615
1974-12-01 00:38:00,22,1.45,-99.93818092853347
1974-12-01 00:38:00,23,1.85,-99.84481198798775
1974-12-01 00:38:00,24,2.2,-99.8723019167802
1974-12-01 00:38:00,25,2.8,-100.10012914327565
1974-12-01 00:38:00,26,3.93,-99.8316413790462
1974-12-01 00:38:00,27,4.7,-100.05309765045557
1974-12-01 00:38:00,28,6.55,-99.89551271875456
1974-12-01 00:38:00,29,9.18,-99.9932013373949
1974-12-01 00:38:00,30,11.8,-100.0412149378457
1974-12-01 00:38:00,31,13.1,-100.1807696859775
1974-12-01 00:39:00,0,0.025,-100.01715645102163
1974-12-01 00:39:00,1,0.035,-100.15593832353056
1974-12-01 00:39:00,2,0.044,-99.90327007641572
1974-12-01 00:39:00,3,0.055,-99.84832073428608
1974-12-01 00:39:00,4,0.067,-100.07969109892967
1974-12-01 00:39:00,5,0.083,-99.96980292574807
1974-12-01 00:39:00,6,0.096,-100.0725391522008
1974-12-01 00:39:00,7,0.11,-100.06284847301367
1974-12-01 00:39:00,8,0.13,-99.92255052961346
1974-12-01 00:39:00,9,0.155,-100.00385382618434
1974-12-01 00:39:00,10,0.185,-100.8260351958069
1974-12-01 00:39:00,11,0.21,-101.0482232478703
1974-12-01 00:39:00,12,0.25,-100.90006636675255
1974-12-01 00:39:00,13,0.292,-99.99025865870422
1974-12-01 00:39:00,14,0.36,-99.92042219902558
1974-12-01 00:39:00,15,0.425,-100.04471576573299
1974-12-01 00:39:00,16,0.475,-100.00495588375516
1974-12-01 00:39:00,17,0.6,-100.01154988792989
1974-12-01 00:39:00,18,0.737,-100.08360571148458
1974-12-01 00:39:00,19,0.87,-99.93379184654182
1974-12-01 00:39:00,20,1.03,-99.93497509944217
1974-12-01 00:39:00,21,1.27,-99.94064453050945
1974-12-01 00:39:00,22,1.45,-99.84630343460823
1974-12-01 00:39:00,23,1.85,-99.85506551987638
1974-12-01 00:39:00,24,2.2,-100.03749446898492
1974-12-01 00:39:00,25,2.8,-99.96269476815658
1974-12-01 00:39:00,26,3.93,-100.06236006892583
1974-12-01 00:39:00,27,4.7,-99.99766446838855
1974-12-01 00:39:00,28,6.55,-100.05997494491189
1974-12-01 00:39:00,29,9.18,-99.8379929690864
1974-12-01 00:39:00,30,11.8,-99.96363018496571
1974-12-01 00:39:00,31,13.1,-100.02180291281044
1974-12-01 00:40:00,0,0.025,-99.88063814281436
1974-12-01 00:40:00,1,0.035,-100.21706154097954
1974-12-01 00:40:00,2,0.044,-100.20141025948652
1974-12-01 00:40:00,3,0.055,-99.92041613447802
1974-12-01 00:40:00,4,0.067,-99.99395315518827
1974-12-01 00:40:00,5,0.083,-99.97495536997393
1974-12-01 00:40:00,6,0.096,-100.13263961033185
1974-12-01 00:40:00,7,0.11,-100.00232337108504
1974-12-01 00:40:00,8,0.13,-99.79964905895987
1974-12-01 00:40:00,9,0.155,-99.91758003802042
1974-12-01 00:40:00,10,0.185,-99.98302934548572
1974-12-01 00:40:00,11,0.21,-100.0439053910105
1974-12-01 00:40:00,12,0.25,-100.03945728518694
1974-12-01 00:40:00,13,0.292,-100.21291978892
1974-12-01 00:40:00,14,0.36,-99.97423595790788
1974-12-01 00:40:00,15,0.425,-99.91545168915181
1974-12-01 00:40:00,16,0.475,-100.15756193271706
1974-12-01 00:40:00,17,0.6,-100.06614168923068
1974-12-01 00:40:00,18,0.737,-100.11574646322335
1974-12-01 00:40:00,19,0.87,-100.09653511948088
1974-12-01 00:40:00,20,1.03,-99.9946518373178
1974-12-01 00:40:00,21,1.27,-100.20844021549885
1974-12-01 00:40:00,22,1.45,-99.9385729561643
1974-12-01 00:40:00,23,1.85,-99.92461449300663
1974-12-01 00:40:00,24,2.2,-100.02511025880369
1974-12-01 00:40:00,25,2.8,-100.24807085099846
1974-12-01 00:40:00,26,3.93,-100.09964186260024
1974-12-01 00:40:00,27,4.7,-99.87670980658973
1974-12-01 00:40:00,28,6.55,-100.27779942807285
1974-12-01 00:40:00,29,9.18,-100.03475234121935
1974-12-01 00:40:00,30,11.8,-100.11800007784673
1974-12-01 00:40:00,31,13.1,-99.91954296984152
1974-12-01 00:41:00,0,0.025,-100.06751139521434
1974-12-01 00:41:00,1,0.035,-99.95960459792644
1974-12-01 00:41:00,2,0.044,-99.9434539580831
1974-12-01 00:41:00,3,0.055,-99.816377416027
1974-12-01 00:41:00,4,0.067,-100.02029419436754
1974-12-01 00:41:00,5,0.083,-99.96239556303775
1974-12-01 00:41:00,6,0.096,-100.14850554791275
1974-12-01 00:41:00,7,0.11,-99.88095864367062
1974-12-01 00:41:00,8,0.13,-100.07605088480713
1974-12-01 00:41:00,9,0.155,-100.05607541640877
1974-12-01 00:41:00,10,0.185,-100.00222477948492
1974-12-01 00:41:00,11,0.21,-100.15628843453399
1974-12-01 00:41:00,12,0.25,-99.9771229971071
1974-12-01 00:41:00,13,0.292,-99.9032533727075
1974-12-01 00:41:00,14,0.36,-99.97070661765027
1974-12-01 00:41:00,15,0.425,-100.15888975641788
1974-12-01 00:41:00,16,0.475,-100.01238092943296
1974-12-01 00:41:00,17,0.6,-99.92579710970205
1974-12-01 00:41:00,18,0.737,-100.18779887659659
1974-12-01 00:41:00,19,0.87,-100.10747660138178
1974-12-01 00:41:00,20,1.03,-99.91234563959185
1974-12-01 00:41:00,21,1.27,-99.97299045658028
1974-12-01 00:41:00,22,1.45,-99.95880284178732
1974-12-01 00:41:00,23,1.85,-99.81405051923767
1974-12-01 00:41:00,24,2.2,-99.95314472214937
1974-12-01 00:41:00,25,2.8,-99.93421119895669
1974-12-01 00:41:00,26,3.93,-99.72892544727817
1974-12-01 00:41:00,27,4.7,-100.02138045580905
1974-12-01 00:41:00,28,6.55,-100.07978827636185
1974-12-01 00:41:00,29,9.18,-99.95722036017528
1974-12-01 00:41:00,30,11.8,-99.9561008970611
1974-12-01 00:41:00,31,13.1,-100.05267153919462
1974-12-01 00:42:00,0,0.025,-100.10323970195549
1974-12-01 00:42:00,1,0.035,-99.769015557791
1974-12-01 00:42:00,2,0.044,-99.9673156529612
1974-12-01 00:42:00,3,0.055,-100.07322853814021
1974-12-01 00:42:00,4,0.067,-99.90840696977205
1974-12-01 00:42:00,5,0.083,-100.01091451515613
1974-12-01 00:42:00,6,0.096,-100.02528814463179
1974-12-01 00:42:00,7,0.11,-99.94377271280855
1974-12-01 00:42:00,8,0.13,-100.12918822682317
1974-12-01 00:42:00,9,0.155,-99.96473727960829
1974-12-01 00:42:00,10,0.185,-99.80870451922682
1974-12-01 00:42:00,11,0.21,-99.95338223378027
1974-12-01 00:42:00,12,0.25,-100.03762121037835
1974-12-01 00:42:00,13,0.292,-100.05071052804283
1974-12-01 00:42:00,14,0.36,-100.04103399733451
1974-12-01 00:42:00,15,0.425,-100.02539626780478
1974-12-01 00:42:00,16,0.475,-100.03778065327583
1974-12-01 00:42:00,17,0.6,-99.90836885589255
1974-12-01 00:42:00,18,0.737,-100.1733209103209
1974-12-01 00:42:00,19,0.87,-99.9137999949588
1974-12-01 00:42:00,20,1.03,-100.03796865251425
1974-12-01 00:42:00,21,1.27,-99.96230522143047
1974-12-01 00:42:00,22,1.45,-100.11269879102008
1974-12-01 00:42:00,23,1.85,-99.86713689331506
1974-12-01 00:42:00,24,2.2,-99.87543650398281
1974-12-01 00:42:00,25,2.8,-99.90404094742499
1974-12-01 00:42:00,26,3.93,-100.15147547757935
1974-12-01 00:42:00,27,4.7,-99.91708789289339
1974-12-01 00:42:00,28,6.55,-99.95951449123643
1974-12-01 00:42:00,29,9.18,-100.16052712471325
1974-12-01 00:42:00,30,11.8,-100.00242973837709
1974-12-01 00:42:00,31,13.1,-99.96354655109667
1974-12-01 00:43:00,0,0.025,-99.94439247261768
1974-12-01 00:43:00,1,0.035,-99.98227386330511
1974-12-01 00:43:00,2,0.044,-99.97087685831526
1974-12-01 00:43:00,3,0.055,-99.85263886077469
1974-12-01 00:43:00,4,0.067,-99.87739660900893
1974-12-01 00:43:00,5,0.083,-100.28670549537827
1974-12-01 00:43:00,6,0.096,-100.03174385548377
1974-12-01 00:43:00,7,0.11,-100.0164651027544
1974-12-01 00:43:00,8,0.13,-100.17520985727269
1974-12-01 00:43:00,9,0.155,-99.99058169417677
1974-12-01 00:43:00,10,0.185,-99.87512422275896
1974-12-01 00:43:00,11,0.21,-100.10865678595906
1974-12-01 00:43:00,12,0.25,-99.96635990613102
1974-12-01 00:43:00,13,0.292,-100.09158234772964
1974-12-01 00:43:00,14,0.36,-100.06719120236797
1974-12-01 00:43:00,15,0.425,-99.852260636583
1974-12-01 00:43:00,16,0.475,-100.05425578201118
1974-12-01 00:43:00,17,0.6,-99.95377875109894
1974-12-01 00:43:00,18,0.737,-100.1871218116061
1974-12-01 00:43:00,19,0.87,-99.81376824386051
1974-12-01 00:43:00,20,1.03,-99.93973475536934
1974-12-01 00:43:00,21,1.27,-100.01824998426503
1974-12-01 00:43:00,22,1.45,-99.94244534900001
1974-12-01 00:43:00,23,1.85,-100.14098194289478
1974-12-01 00:43:00,24,2.2,-99.88174692582473
1974-12-01 00:43:00,25,2.8,-100.03239847754965
1974-12-01 00:43:00,26,3.93,-100.02040695150484
1974-12-01 00:43:00,27,4.7,-100.04916556149655
1974-12-01 00:43:00,28,6.55,-100.05806514027456
1974-12-01 00:43:00,29,9.18,-99.93053293883716
1974-12-01 00:43:00,30,11.8,-99.97440931498957
1974-12-01 00:43:00,31,13.1,-99.9348251858597
1974-12-01 00:44:00,0,0.025,-100.00087946894855
1974-12-01 00:44:00,1,0.035,-99.94868001889228
1974-12-01 00:44:00,2,0.044,-100.04188487439251
1974-12-01 00:44:00,3,0.055,-99.77702681585905
1974-12-01 00:44:00,4,0.067,-100.15679304164306
1974-12-01 00:44:00,5,0.083,-99.8739062676437
1974-12-01 00:44:00,6,0.096,-99.86320925492791
1974-12-01 00:44:00,7,0.11,-100.08521588059656
1974-12-01 00:44:00,8,0.13,-99.7770726389444
1974-12-01 00:44:00,9,0.155,-99.90045097170547
1974-12-01 00:44:00,10,0.185,-99.90288609931771
1974-12-01 00:44:00,11,0.21,-99.99719778129742
1974-12-01 00:44:00,12,0.25,-100.02172261582187
1974-12-01 00:44:00,13,0.292,-100.02094088270395
1974-12-01 00:44:00,14,0.36,-99.96094694036805
1974-12-01 00:44:00,15,0.425,-99.85988137249662
1974-12-01 00:44:00,16,0.475,-99.98186857821386
1974-12-01 00:44:00,17,0.6,-100.09114436231373
1974-12-01 00:44:00,18,0.737,-99.9175572937615
1974-12-01 00:44:00,19,0.87,-99.90788492536052
1974-12-01 00:44:00,20,1.03,-99.93453404715522
1974-12-01 00:44:00,21,1.27,-99.92545010934751
1974-12-01 00:44:00,22,1.45,-100.02709281301578
1974-12-01 00:44:00,23,1.85,-100.09289891671305
1974-12-01 00:44:00,24,2.2,-100.08681934306408
1974-12-01 00:44:00,25,2.8,-100.16354632484578
1974-12-01 00:44:00,26,3.93,-99.9763051388454
1974-12-01 00:44:00,27,4.7,-100.00834487832266
1974-12-01 00:44:00,28,6.55,-100.04399877045297
1974-12-01 00:44:00,29,9.18,-100.29556188243451
1974-12-01 00:44:00,30,11.8,-100.12473174696942
1974-12-01 00:44:00,31,13.1,-99.88791593485968
1974-12-01 00:45:00,0,0.025,-100.06646260000632
1974-12-01 00:45:00,1,0.035,-99.96394083223431
1974-12-01 00:45:00,2,0.044,-100.13906854299752
1974-12-01 00:45:00,3,0.055,-99.85612945176408
1974-12-01 00:45:00,4,0.067,-100.01440276600547
1974-12-01 00:45:00,5,0.083,-99.97099596035164
1974-12-01 00:45:00,6,0.096,-99.76742202081184
1974-12-01 00:45:00,7,0.11,-99.84835598994106
1974-12-01 00:45:00,8,0.13,-100.03065656212871
1974-12-01 00:45:00,9,0.155,-100.05932201848704
1974-12-01 00:45:00,10,0.185,-100.03255450115195
1974-12-01 00:45:00,11,0.21,-99.94901017515235
1974-12-01 00:45:00,12,0.25,-100.0105224134251
1974-12-01 00:45:00,13,0.292,-100.03952441450035
1974-12-01 00:45:00,14,0.36,-99.8532818749291
1974-12-01 00:45:00,15,0.425,-100.01142098917778
1974-12-01 00:45:00,16,0.475,-99.77004109069627
1974-12-01 00:45:00,17,0.6,-99.99092574362479
1974-12-01 00:45:00,18,0.737,-99.82146816057752
1974-12-01 00:45:00,19,0.87,-99.96426805772894
1974-12-01 00:45:00,20,1.03,-99.90370394267505
1974-12-01 00:45:00,21,1.27,-100.07246110515177
1974-12-01 00:45:00,22,1.45,-100.08537592225873
1974-12-01 00:45:00,23,1.85,-99.9540294044985
1974-12-01 00:45:00,24,2.2,-99.90114467575347
1974-12-01 00:45:00,25,2.8,-99.99597434979995
1974-12-01 00:45:00,26,3.93,-100.12863933350837
1974-12-01 00:45:00,27,4.7,-100.13602583662893
1974-12-01 00:45:00,28,6.55,-100.14271364021863
1974-12-01 00:45:00,29,9.18,-100.17676221129393
1974-12-01 00:45:00,30,11.8,-99.9890514640553
1974-12-01 00:45:00,31,13.1,-99.8874956078292
1974-12-01 00:46:00,0,0.025,-100.00134157869248
1974-12-01 00:46:00,1,0.035,-100.22604147573378
1974-12-01 00:46:00,2,0.044,-100.01907604603346
1974-12-01 00:46:00,3,0.055,-100.01627989966326
1974-12-01 00:46:00,4,0.067,-99.79040012497745
1974-12-01 00:46:00,5,0.083,-100.14571379129195
1974-12-01 00:46:00,6,0.096,-100.03906776025993
1974-12-01 00:46:00,7,0.11,-99.82941473194555
1974-12-01 00:46:00,8,0.13,-99.95500216586535
1974-12-01 00:46:00,9,0.155,-99.94366869264836
1974-12-01 00:46:00,10,0.185,-99.98854155629762
1974-12-01 00:46:00,11,0.21,-99.96700564613427
1974-12-01 00:46:00,12,0.25,-99.92223904697215
1974-12-01 00:46:00,13,0.292,-100.08094863188927
1974-12-01 00:46:00,14,0.36,-99.91219414210919
1974-12-01 00:46:00,15,0.425,-100.13730030168855
1974-12-01 00:46:00,16,0.475,-99.96716320271685
1974-12-01 00:46:00,17,0.6,-99.98212590367137
1974-12-01 00:46:00,18,0.737,-100.0616293088192
1974-12-01 00:46:00,19,0.87,-100.00226852753256
1974-12-01 00:46:00,20,1.03,-100.06225401526656
1974-12-01 00:46:00,21,1.27,-100.10717013268618
1974-12-01 00:46:00,22,1.45,-100.03536147416136
1974-12-01 00:46:00,23,1.85,-100.11039886353717
